Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,promo_flag,subscribed,frequency_score,prev_purchases_norm,freq_score_norm,BLI,satisfied_flag,organic_buyer,ILS,eLTV,value_tier,satisfaction_flag,promo_dependency,BLI_quartile,customer_segment
624,19,Male,Shoes,Footwear,70,Nevada,M,White,Fall,4.7,Yes,Standard,Yes,Yes,48,PayPal,Bi-Weekly,1,1,6,0.96,0.833333333333333,0.8,1,0,2,3360,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
625,55,Male,Pants,Clothing,87,South Carolina,XL,Pink,Fall,3.4,Yes,Express,Yes,Yes,21,PayPal,Annually,1,1,1,0.42,0,0,0,0,1,1827,High,Neutral,Promo-Dependent,Q1,Discount-Dependent Premium
626,49,Male,Jewelry,Accessories,79,Delaware,M,Red,Fall,4,Yes,Next Day Air,Yes,Yes,1,Venmo,Weekly,1,1,7,0.02,1,0.02,1,0,2,79,Low,Satisfied,Promo-Dependent,Q1,Discount Hunter
627,31,Male,Sunglasses,Accessories,79,New Hampshire,M,Indigo,Spring,3.9,Yes,Standard,Yes,Yes,10,Venmo,Annually,1,1,1,0.2,0,0,0,0,1,790,Low,Neutral,Promo-Dependent,Q1,Discount Hunter
628,42,Male,Sandals,Footwear,44,Oregon,L,Black,Winter,4.1,Yes,Express,Yes,Yes,24,PayPal,Monthly,1,1,4,0.48,0.5,0.24,1,0,2,1056,Mid,Satisfied,Promo-Dependent,Q3,Passive / Occasional
629,69,Male,Sweater,Clothing,85,Massachusetts,M,White,Fall,3.8,Yes,2-Day Shipping,Yes,Yes,29,Credit Card,Monthly,1,1,4,0.58,0.5,0.29,0,0,1,2465,High,Neutral,Promo-Dependent,Q3,Discount-Dependent Premium
630,26,Male,Shoes,Footwear,90,Vermont,L,Beige,Spring,4.7,Yes,Standard,Yes,Yes,11,Debit Card,Annually,1,1,1,0.22,0,0,1,0,2,990,Mid,Satisfied,Promo-Dependent,Q1,Discount Hunter
631,41,Male,Jewelry,Accessories,94,Mississippi,S,Silver,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,33,Debit Card,Annually,1,1,1,0.66,0,0,1,0,2,3102,High,Satisfied,Promo-Dependent,Q1,Discount-Dependent Premium
632,55,Male,Boots,Footwear,68,Washington,S,Violet,Summer,4.1,Yes,Store Pickup,Yes,Yes,27,Cash,Fortnightly,1,1,5,0.54,0.666666666666667,0.36,1,0,2,1836,High,Satisfied,Promo-Dependent,Q3,Discount-Dependent Premium
633,35,Male,Backpack,Accessories,51,Wyoming,M,Red,Winter,3.9,Yes,Next Day Air,Yes,Yes,19,Venmo,Fortnightly,1,1,5,0.38,0.666666666666667,0.253333333333333,0,0,1,969,Mid,Neutral,Promo-Dependent,Q3,Passive / Occasional
634,66,Male,Sandals,Footwear,33,Minnesota,M,Orange,Spring,2.9,Yes,Express,Yes,Yes,50,Debit Card,Quarterly,1,1,2,1,0.166666666666667,0.166666666666667,0,0,1,1650,Mid,Dissatisfied,Promo-Dependent,Q2,Discount Hunter
635,36,Male,Sneakers,Footwear,60,Ohio,M,Teal,Summer,3.9,Yes,Standard,Yes,Yes,46,PayPal,Weekly,1,1,7,0.92,1,0.92,0,0,1,2760,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
636,27,Male,Hoodie,Clothing,59,South Carolina,M,Brown,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,28,Cash,Quarterly,1,1,2,0.56,0.166666666666667,0.0933333333333333,1,0,2,1652,Mid,Satisfied,Promo-Dependent,Q2,Discount Hunter
637,41,Male,Handbag,Accessories,30,Wisconsin,M,Indigo,Summer,2.8,Yes,Store Pickup,Yes,Yes,14,Bank Transfer,Every 3 Months,1,1,3,0.28,0.333333333333333,0.0933333333333333,0,0,1,420,Low,Dissatisfied,Promo-Dependent,Q2,Discount Hunter
638,21,Male,Sweater,Clothing,20,Tennessee,M,Cyan,Winter,3.4,Yes,2-Day Shipping,Yes,Yes,46,Cash,Fortnightly,1,1,5,0.92,0.666666666666667,0.613333333333333,0,0,1,920,Mid,Neutral,Promo-Dependent,Q4,Passive / Occasional
639,53,Male,Sandals,Footwear,20,Maryland,S,Blue,Summer,2.7,Yes,Express,Yes,Yes,41,PayPal,Monthly,1,1,4,0.82,0.5,0.41,0,0,1,820,Low,Dissatisfied,Promo-Dependent,Q4,At-Risk
640,54,Male,Dress,Clothing,24,Mississippi,L,Olive,Spring,4,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Annually,1,1,1,1,0,0,1,0,2,1200,Mid,Satisfied,Promo-Dependent,Q1,Discount Hunter
641,53,Male,Skirt,Clothing,88,Minnesota,M,Gray,Summer,4.4,Yes,Store Pickup,Yes,Yes,28,Debit Card,Fortnightly,1,1,5,0.56,0.666666666666667,0.373333333333333,1,0,2,2464,High,Satisfied,Promo-Dependent,Q3,Discount-Dependent Premium
642,47,Male,Blouse,Clothing,78,Alaska,M,Red,Winter,3.9,Yes,2-Day Shipping,Yes,Yes,23,Credit Card,Every 3 Months,1,1,3,0.46,0.333333333333333,0.153333333333333,0,0,1,1794,Mid,Neutral,Promo-Dependent,Q2,Discount Hunter
643,64,Male,Skirt,Clothing,25,Arkansas,L,Red,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,14,Debit Card,Bi-Weekly,1,1,6,0.28,0.833333333333333,0.233333333333333,0,0,1,350,Low,Dissatisfied,Promo-Dependent,Q3,At-Risk
644,18,Male,Sweater,Clothing,57,Oregon,XL,Green,Winter,3.2,Yes,Next Day Air,Yes,Yes,10,Bank Transfer,Every 3 Months,1,1,3,0.2,0.333333333333333,0.0666666666666667,0,0,1,570,Low,Neutral,Promo-Dependent,Q2,Discount Hunter
645,68,Male,Backpack,Accessories,93,Louisiana,S,Blue,Summer,4.3,Yes,Next Day Air,Yes,Yes,37,Cash,Weekly,1,1,7,0.74,1,0.74,1,0,2,3441,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
646,62,Male,Hoodie,Clothing,42,Oklahoma,S,Purple,Summer,4.2,Yes,Express,Yes,Yes,15,Venmo,Bi-Weekly,1,1,6,0.3,0.833333333333333,0.25,1,0,2,630,Low,Satisfied,Promo-Dependent,Q3,Passive / Occasional
647,51,Male,Boots,Footwear,54,Indiana,XL,Pink,Spring,4.9,Yes,Standard,Yes,Yes,19,Venmo,Bi-Weekly,1,1,6,0.38,0.833333333333333,0.316666666666667,1,0,2,1026,Mid,Satisfied,Promo-Dependent,Q3,Passive / Occasional
648,54,Male,Blouse,Clothing,70,Mississippi,XL,Charcoal,Summer,3.7,Yes,Express,Yes,Yes,23,Credit Card,Fortnightly,1,1,5,0.46,0.666666666666667,0.306666666666667,0,0,1,1610,Mid,Neutral,Promo-Dependent,Q3,Passive / Occasional
649,22,Male,Hoodie,Clothing,31,Michigan,M,Brown,Winter,4.1,Yes,Store Pickup,Yes,Yes,35,Credit Card,Weekly,1,1,7,0.7,1,0.7,1,0,2,1085,Mid,Satisfied,Promo-Dependent,Q4,Passive / Occasional
650,53,Male,Pants,Clothing,93,Delaware,L,Orange,Spring,4.2,Yes,Store Pickup,Yes,Yes,33,PayPal,Every 3 Months,1,1,3,0.66,0.333333333333333,0.22,1,0,2,3069,High,Satisfied,Promo-Dependent,Q3,Discount-Dependent Premium
651,34,Male,Gloves,Accessories,40,Florida,M,Magenta,Spring,3.9,Yes,Next Day Air,Yes,Yes,12,Bank Transfer,Annually,1,1,1,0.24,0,0,0,0,1,480,Low,Neutral,Promo-Dependent,Q1,Discount Hunter
652,32,Male,Hat,Accessories,32,Arkansas,L,Yellow,Summer,2.9,Yes,Next Day Air,Yes,Yes,41,Venmo,Fortnightly,1,1,5,0.82,0.666666666666667,0.546666666666667,0,0,1,1312,Mid,Dissatisfied,Promo-Dependent,Q4,Passive / Occasional
653,64,Male,Sunglasses,Accessories,27,Minnesota,M,Beige,Winter,3.1,Yes,Free Shipping,Yes,Yes,27,Venmo,Weekly,1,1,7,0.54,1,0.54,0,0,1,729,Low,Neutral,Promo-Dependent,Q4,At-Risk
654,20,Male,Scarf,Accessories,68,North Dakota,M,Olive,Winter,3.6,Yes,2-Day Shipping,Yes,Yes,45,Cash,Fortnightly,1,1,5,0.9,0.666666666666667,0.6,0,0,1,3060,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
655,24,Male,Handbag,Accessories,59,California,L,Gray,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,23,Venmo,Annually,1,1,1,0.46,0,0,1,0,2,1357,Mid,Satisfied,Promo-Dependent,Q1,Discount Hunter
656,20,Male,Handbag,Accessories,36,Mississippi,S,Purple,Fall,3.1,Yes,Free Shipping,Yes,Yes,19,Venmo,Monthly,1,1,4,0.38,0.5,0.19,0,0,1,684,Low,Neutral,Promo-Dependent,Q3,At-Risk
657,42,Male,Jeans,Clothing,23,Pennsylvania,M,Beige,Summer,3.9,Yes,Standard,Yes,Yes,6,PayPal,Quarterly,1,1,2,0.12,0.166666666666667,0.02,0,0,1,138,Low,Neutral,Promo-Dependent,Q1,Discount Hunter
658,48,Male,Jacket,Outerwear,80,Arizona,M,White,Winter,4.3,Yes,Free Shipping,Yes,Yes,6,PayPal,Quarterly,1,1,2,0.12,0.166666666666667,0.02,1,0,2,480,Low,Satisfied,Promo-Dependent,Q1,Discount Hunter
659,62,Male,Backpack,Accessories,37,Louisiana,S,White,Fall,4.9,Yes,Store Pickup,Yes,Yes,20,Venmo,Weekly,1,1,7,0.4,1,0.4,1,0,2,740,Low,Satisfied,Promo-Dependent,Q4,Passive / Occasional
660,62,Male,Shorts,Clothing,52,Virginia,S,Gold,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,8,Cash,Weekly,1,1,7,0.16,1,0.16,0,0,1,416,Low,Neutral,Promo-Dependent,Q2,Discount Hunter
661,50,Male,Coat,Outerwear,79,Montana,M,Olive,Fall,5,Yes,2-Day Shipping,Yes,Yes,39,Credit Card,Quarterly,1,1,2,0.78,0.166666666666667,0.13,1,0,2,3081,High,Satisfied,Promo-Dependent,Q2,Discount-Dependent Premium
662,57,Male,Shirt,Clothing,68,Iowa,XL,Green,Fall,4.1,Yes,Store Pickup,Yes,Yes,39,Credit Card,Quarterly,1,1,2,0.78,0.166666666666667,0.13,1,0,2,2652,High,Satisfied,Promo-Dependent,Q2,Discount-Dependent Premium
663,24,Male,Gloves,Accessories,98,Illinois,L,Magenta,Fall,2.8,Yes,Express,Yes,Yes,39,Venmo,Bi-Weekly,1,1,6,0.78,0.833333333333333,0.65,0,0,1,3822,High,Dissatisfied,Promo-Dependent,Q4,Discount-Dependent Premium
664,59,Male,Dress,Clothing,83,Alaska,M,Charcoal,Fall,4.7,Yes,Express,Yes,Yes,23,Credit Card,Monthly,1,1,4,0.46,0.5,0.23,1,0,2,1909,High,Satisfied,Promo-Dependent,Q3,Discount-Dependent Premium
665,63,Male,Pants,Clothing,83,Colorado,M,Indigo,Winter,4.4,Yes,Express,Yes,Yes,41,PayPal,Bi-Weekly,1,1,6,0.82,0.833333333333333,0.683333333333333,1,0,2,3403,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
666,41,Male,Pants,Clothing,55,New Mexico,M,Peach,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Annually,1,1,1,1,0,0,1,0,2,2750,High,Satisfied,Promo-Dependent,Q1,Discount-Dependent Premium
667,35,Male,Hoodie,Clothing,26,Colorado,L,Turquoise,Winter,3.1,Yes,Free Shipping,Yes,Yes,30,Debit Card,Quarterly,1,1,2,0.6,0.166666666666667,0.1,0,0,1,780,Low,Neutral,Promo-Dependent,Q2,Discount Hunter
668,34,Male,Sunglasses,Accessories,76,Arizona,S,Blue,Winter,2.6,Yes,Standard,Yes,Yes,32,Bank Transfer,Quarterly,1,1,2,0.64,0.166666666666667,0.106666666666667,0,0,1,2432,High,Dissatisfied,Promo-Dependent,Q2,Discount-Dependent Premium
669,49,Male,T-shirt,Clothing,85,Hawaii,S,Turquoise,Fall,2.9,Yes,Express,Yes,Yes,35,Bank Transfer,Monthly,1,1,4,0.7,0.5,0.35,0,0,1,2975,High,Dissatisfied,Promo-Dependent,Q3,Discount-Dependent Premium
670,43,Male,Jacket,Outerwear,89,Illinois,M,Gray,Spring,3.3,Yes,Free Shipping,Yes,Yes,45,Venmo,Bi-Weekly,1,1,6,0.9,0.833333333333333,0.75,0,0,1,4005,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
671,63,Male,Sweater,Clothing,41,Louisiana,XL,Purple,Spring,4.8,Yes,Next Day Air,Yes,Yes,37,Cash,Bi-Weekly,1,1,6,0.74,0.833333333333333,0.616666666666667,1,0,2,1517,Mid,Satisfied,Promo-Dependent,Q4,Passive / Occasional
672,38,Male,Jacket,Outerwear,30,Iowa,L,Black,Winter,4.7,Yes,Express,Yes,Yes,45,Cash,Weekly,1,1,7,0.9,1,0.9,1,0,2,1350,Mid,Satisfied,Promo-Dependent,Q4,Passive / Occasional
673,59,Male,Socks,Clothing,53,Washington,M,Peach,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,29,Cash,Quarterly,1,1,2,0.58,0.166666666666667,0.0966666666666667,0,0,1,1537,Mid,Neutral,Promo-Dependent,Q2,Discount Hunter
674,35,Male,Shirt,Clothing,66,Oklahoma,M,Indigo,Spring,4.2,Yes,Free Shipping,Yes,Yes,27,Venmo,Bi-Weekly,1,1,6,0.54,0.833333333333333,0.45,1,0,2,1782,Mid,Satisfied,Promo-Dependent,Q4,Passive / Occasional
675,48,Male,Jewelry,Accessories,33,Washington,XL,Beige,Winter,4.7,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Annually,1,1,1,0.72,0,0,1,0,2,1188,Mid,Satisfied,Promo-Dependent,Q1,Discount Hunter
676,64,Male,Sunglasses,Accessories,86,Arkansas,M,Yellow,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,9,Cash,Annually,1,1,1,0.18,0,0,0,0,1,774,Low,Dissatisfied,Promo-Dependent,Q1,Discount Hunter
677,28,Male,Pants,Clothing,60,Connecticut,M,Peach,Winter,2.9,Yes,2-Day Shipping,Yes,Yes,38,Venmo,Bi-Weekly,1,1,6,0.76,0.833333333333333,0.633333333333333,0,0,1,2280,High,Dissatisfied,Promo-Dependent,Q4,Discount-Dependent Premium
678,60,Male,Socks,Clothing,62,Washington,S,Turquoise,Summer,2.7,Yes,Express,Yes,Yes,41,PayPal,Annually,1,1,1,0.82,0,0,0,0,1,2542,High,Dissatisfied,Promo-Dependent,Q1,Discount-Dependent Premium
679,27,Male,Blouse,Clothing,74,Maine,M,Teal,Fall,3.3,Yes,Store Pickup,Yes,Yes,25,Debit Card,Every 3 Months,1,1,3,0.5,0.333333333333333,0.166666666666667,0,0,1,1850,High,Neutral,Promo-Dependent,Q2,Discount-Dependent Premium
680,56,Male,Sandals,Footwear,95,Michigan,M,Turquoise,Fall,3.4,Yes,Express,Yes,Yes,37,Venmo,Fortnightly,1,1,5,0.74,0.666666666666667,0.493333333333333,0,0,1,3515,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
681,58,Male,Sneakers,Footwear,25,Tennessee,M,Magenta,Spring,4.2,Yes,Express,Yes,Yes,3,PayPal,Annually,1,1,1,0.06,0,0,1,0,2,75,Low,Satisfied,Promo-Dependent,Q1,Discount Hunter
682,30,Male,Shirt,Clothing,59,Louisiana,XL,Purple,Winter,3.8,Yes,2-Day Shipping,Yes,Yes,24,Credit Card,Every 3 Months,1,1,3,0.48,0.333333333333333,0.16,0,0,1,1416,Mid,Neutral,Promo-Dependent,Q2,Discount Hunter
683,23,Male,Jacket,Outerwear,29,Missouri,M,Brown,Summer,4,Yes,Standard,Yes,Yes,49,Credit Card,Bi-Weekly,1,1,6,0.98,0.833333333333333,0.816666666666667,1,0,2,1421,Mid,Satisfied,Promo-Dependent,Q4,Passive / Occasional
684,33,Male,Sandals,Footwear,36,Michigan,S,Violet,Winter,2.7,Yes,Free Shipping,Yes,Yes,3,Bank Transfer,Monthly,1,1,4,0.06,0.5,0.03,0,0,1,108,Low,Dissatisfied,Promo-Dependent,Q1,Discount Hunter
685,63,Male,Hat,Accessories,82,Alabama,M,Yellow,Summer,4.7,Yes,Express,Yes,Yes,42,Debit Card,Monthly,1,1,4,0.84,0.5,0.42,1,0,2,3444,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
686,70,Male,Blouse,Clothing,71,Massachusetts,XL,Magenta,Winter,3.5,Yes,Standard,Yes,Yes,32,Cash,Fortnightly,1,1,5,0.64,0.666666666666667,0.426666666666667,0,0,1,2272,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
687,70,Male,Sweater,Clothing,35,Indiana,L,Beige,Fall,3,Yes,2-Day Shipping,Yes,Yes,33,Venmo,Fortnightly,1,1,5,0.66,0.666666666666667,0.44,0,0,1,1155,Mid,Neutral,Promo-Dependent,Q4,Passive / Occasional
688,19,Male,Gloves,Accessories,38,West Virginia,XL,Turquoise,Winter,3.3,Yes,Free Shipping,Yes,Yes,46,Bank Transfer,Quarterly,1,1,2,0.92,0.166666666666667,0.153333333333333,0,0,1,1748,Mid,Neutral,Promo-Dependent,Q2,Discount Hunter
689,25,Male,Scarf,Accessories,59,Michigan,S,Peach,Summer,4.7,Yes,Store Pickup,Yes,Yes,44,Venmo,Monthly,1,1,4,0.88,0.5,0.44,1,0,2,2596,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
690,19,Male,Hoodie,Clothing,91,Pennsylvania,M,Orange,Summer,4.7,Yes,Express,Yes,Yes,35,Credit Card,Every 3 Months,1,1,3,0.7,0.333333333333333,0.233333333333333,1,0,2,3185,High,Satisfied,Promo-Dependent,Q3,Discount-Dependent Premium
691,25,Male,Shorts,Clothing,68,Alaska,XL,Red,Spring,4.8,Yes,Standard,Yes,Yes,45,Bank Transfer,Weekly,1,1,7,0.9,1,0.9,1,0,2,3060,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
692,60,Male,Backpack,Accessories,21,Massachusetts,L,Silver,Summer,2.9,Yes,Standard,Yes,Yes,37,PayPal,Bi-Weekly,1,1,6,0.74,0.833333333333333,0.616666666666667,0,0,1,777,Low,Dissatisfied,Promo-Dependent,Q4,At-Risk
693,35,Male,Sunglasses,Accessories,95,North Dakota,M,Cyan,Spring,4,Yes,2-Day Shipping,Yes,Yes,40,Debit Card,Every 3 Months,1,1,3,0.8,0.333333333333333,0.266666666666667,1,0,2,3800,High,Satisfied,Promo-Dependent,Q3,Discount-Dependent Premium
694,46,Male,Shorts,Clothing,52,Vermont,L,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,30,Cash,Every 3 Months,1,1,3,0.6,0.333333333333333,0.2,0,0,1,1560,Mid,Neutral,Promo-Dependent,Q3,Passive / Occasional
695,41,Male,Dress,Clothing,21,Kentucky,S,Charcoal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,38,Venmo,Every 3 Months,1,1,3,0.76,0.333333333333333,0.253333333333333,0,0,1,798,Low,Neutral,Promo-Dependent,Q3,At-Risk
696,30,Male,Shorts,Clothing,67,Nevada,XL,Peach,Summer,3.7,Yes,Next Day Air,Yes,Yes,15,Debit Card,Every 3 Months,1,1,3,0.3,0.333333333333333,0.1,0,0,1,1005,Mid,Neutral,Promo-Dependent,Q2,Discount Hunter
697,44,Male,Belt,Accessories,42,Utah,L,Green,Fall,2.8,Yes,Standard,Yes,Yes,49,Cash,Monthly,1,1,4,0.98,0.5,0.49,0,0,1,2058,High,Dissatisfied,Promo-Dependent,Q4,Discount-Dependent Premium
698,61,Male,Scarf,Accessories,63,North Dakota,XL,Brown,Summer,4.6,Yes,Free Shipping,Yes,Yes,40,Debit Card,Quarterly,1,1,2,0.8,0.166666666666667,0.133333333333333,1,0,2,2520,High,Satisfied,Promo-Dependent,Q2,Discount-Dependent Premium
699,55,Male,Boots,Footwear,41,Iowa,M,Yellow,Winter,3.8,Yes,Standard,Yes,Yes,40,Debit Card,Weekly,1,1,7,0.8,1,0.8,0,0,1,1640,Mid,Neutral,Promo-Dependent,Q4,Passive / Occasional
700,50,Male,Handbag,Accessories,46,Connecticut,M,Charcoal,Fall,2.6,Yes,2-Day Shipping,Yes,Yes,5,PayPal,Weekly,1,1,7,0.1,1,0.1,0,0,1,230,Low,Dissatisfied,Promo-Dependent,Q2,Discount Hunter
701,57,Male,Pants,Clothing,79,Wisconsin,L,Olive,Winter,4.1,Yes,Standard,Yes,Yes,5,PayPal,Monthly,1,1,4,0.1,0.5,0.05,1,0,2,395,Low,Satisfied,Promo-Dependent,Q1,Discount Hunter
702,51,Male,Boots,Footwear,90,Idaho,L,Red,Fall,3.3,Yes,Next Day Air,Yes,Yes,5,Debit Card,Every 3 Months,1,1,3,0.1,0.333333333333333,0.0333333333333333,0,0,1,450,Low,Neutral,Promo-Dependent,Q1,Discount Hunter
703,18,Male,Shirt,Clothing,71,Montana,M,White,Winter,3.4,Yes,Store Pickup,Yes,Yes,1,Cash,Weekly,1,1,7,0.02,1,0.02,0,0,1,71,Low,Neutral,Promo-Dependent,Q1,Discount Hunter
704,63,Male,Dress,Clothing,87,Connecticut,L,Pink,Summer,3,Yes,Standard,Yes,Yes,21,Venmo,Weekly,1,1,7,0.42,1,0.42,0,0,1,1827,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
705,34,Male,Hoodie,Clothing,66,Idaho,S,Black,Spring,3.2,Yes,Express,Yes,Yes,18,PayPal,Annually,1,1,1,0.36,0,0,0,0,1,1188,Mid,Neutral,Promo-Dependent,Q1,Discount Hunter
706,25,Male,Pants,Clothing,90,Arkansas,XL,Indigo,Summer,4.5,Yes,Free Shipping,Yes,Yes,49,Cash,Quarterly,1,1,2,0.98,0.166666666666667,0.163333333333333,1,0,2,4410,High,Satisfied,Promo-Dependent,Q2,Discount-Dependent Premium
707,46,Male,Jeans,Clothing,47,Iowa,L,Turquoise,Summer,4.8,Yes,Express,Yes,Yes,27,Debit Card,Weekly,1,1,7,0.54,1,0.54,1,0,2,1269,Mid,Satisfied,Promo-Dependent,Q4,Passive / Occasional
708,59,Male,Shirt,Clothing,38,Louisiana,L,Purple,Spring,3.7,Yes,Next Day Air,Yes,Yes,21,Venmo,Annually,1,1,1,0.42,0,0,0,0,1,798,Low,Neutral,Promo-Dependent,Q1,Discount Hunter
709,37,Male,Backpack,Accessories,50,Kentucky,L,Beige,Summer,3.4,Yes,Store Pickup,Yes,Yes,19,Cash,Fortnightly,1,1,5,0.38,0.666666666666667,0.253333333333333,0,0,1,950,Mid,Neutral,Promo-Dependent,Q3,Passive / Occasional
710,49,Male,Jacket,Outerwear,79,Massachusetts,L,Charcoal,Summer,4.6,Yes,Standard,Yes,Yes,23,Debit Card,Monthly,1,1,4,0.46,0.5,0.23,1,0,2,1817,Mid,Satisfied,Promo-Dependent,Q3,Passive / Occasional
711,22,Male,Scarf,Accessories,91,Virginia,L,Turquoise,Spring,4.1,Yes,Standard,Yes,Yes,26,PayPal,Fortnightly,1,1,5,0.52,0.666666666666667,0.346666666666667,1,0,2,2366,High,Satisfied,Promo-Dependent,Q3,Discount-Dependent Premium
712,64,Male,Boots,Footwear,60,New Hampshire,M,Maroon,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly,1,1,6,0.26,0.833333333333333,0.216666666666667,0,0,1,780,Low,Neutral,Promo-Dependent,Q3,At-Risk
713,42,Male,Blouse,Clothing,81,New Hampshire,XL,Black,Summer,3.8,Yes,Next Day Air,Yes,Yes,36,Bank Transfer,Quarterly,1,1,2,0.72,0.166666666666667,0.12,0,0,1,2916,High,Neutral,Promo-Dependent,Q2,Discount-Dependent Premium
714,37,Male,Hoodie,Clothing,90,Oregon,M,Lavender,Summer,2.6,Yes,Express,Yes,Yes,39,Bank Transfer,Bi-Weekly,1,1,6,0.78,0.833333333333333,0.65,0,0,1,3510,High,Dissatisfied,Promo-Dependent,Q4,Discount-Dependent Premium
715,26,Male,Jacket,Outerwear,70,South Dakota,M,Magenta,Fall,4.4,Yes,Store Pickup,Yes,Yes,40,Debit Card,Fortnightly,1,1,5,0.8,0.666666666666667,0.533333333333333,1,0,2,2800,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
716,33,Male,Jeans,Clothing,63,Delaware,L,Green,Spring,2.6,Yes,Express,Yes,Yes,37,Debit Card,Quarterly,1,1,2,0.74,0.166666666666667,0.123333333333333,0,0,1,2331,High,Dissatisfied,Promo-Dependent,Q2,Discount-Dependent Premium
717,30,Male,Jewelry,Accessories,29,Missouri,M,Olive,Spring,3.6,Yes,Express,Yes,Yes,9,Venmo,Bi-Weekly,1,1,6,0.18,0.833333333333333,0.15,0,0,1,261,Low,Neutral,Promo-Dependent,Q2,Discount Hunter
718,21,Male,Socks,Clothing,90,Alaska,L,Green,Spring,4.2,Yes,Express,Yes,Yes,7,Venmo,Every 3 Months,1,1,3,0.14,0.333333333333333,0.0466666666666667,1,0,2,630,Low,Satisfied,Promo-Dependent,Q1,Discount Hunter
719,22,Male,Shirt,Clothing,22,Florida,M,Peach,Summer,4.6,Yes,Standard,Yes,Yes,25,Bank Transfer,Annually,1,1,1,0.5,0,0,1,0,2,550,Low,Satisfied,Promo-Dependent,Q1,Discount Hunter
720,63,Male,Shorts,Clothing,22,Mississippi,L,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,42,Venmo,Bi-Weekly,1,1,6,0.84,0.833333333333333,0.7,0,0,1,924,Mid,Neutral,Promo-Dependent,Q4,Passive / Occasional
721,33,Male,Jewelry,Accessories,62,New Mexico,L,Orange,Fall,3.4,Yes,Free Shipping,Yes,Yes,19,Debit Card,Weekly,1,1,7,0.38,1,0.38,0,0,1,1178,Mid,Neutral,Promo-Dependent,Q3,Passive / Occasional
722,43,Male,Blouse,Clothing,57,California,L,Silver,Summer,4.4,Yes,Next Day Air,Yes,Yes,41,Debit Card,Every 3 Months,1,1,3,0.82,0.333333333333333,0.273333333333333,1,0,2,2337,High,Satisfied,Promo-Dependent,Q3,Discount-Dependent Premium
723,27,Male,Sweater,Clothing,32,Wyoming,S,Blue,Summer,4.3,Yes,Store Pickup,Yes,Yes,50,Cash,Bi-Weekly,1,1,6,1,0.833333333333333,0.833333333333333,1,0,2,1600,Mid,Satisfied,Promo-Dependent,Q4,Passive / Occasional
724,35,Male,Jewelry,Accessories,53,Missouri,L,Cyan,Fall,3.5,Yes,Express,Yes,Yes,43,PayPal,Monthly,1,1,4,0.86,0.5,0.43,0,0,1,2279,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
725,37,Male,T-shirt,Clothing,79,New Hampshire,XL,Green,Fall,4.7,Yes,Store Pickup,Yes,Yes,36,Venmo,Every 3 Months,1,1,3,0.72,0.333333333333333,0.24,1,0,2,2844,High,Satisfied,Promo-Dependent,Q3,Discount-Dependent Premium
726,61,Male,Hat,Accessories,61,Texas,L,Silver,Winter,3.1,Yes,Standard,Yes,Yes,33,Debit Card,Fortnightly,1,1,5,0.66,0.666666666666667,0.44,0,0,1,2013,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
727,32,Male,Shorts,Clothing,78,North Dakota,L,Yellow,Summer,3.6,Yes,Next Day Air,Yes,Yes,20,Bank Transfer,Every 3 Months,1,1,3,0.4,0.333333333333333,0.133333333333333,0,0,1,1560,Mid,Neutral,Promo-Dependent,Q2,Discount Hunter
